tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
1,System.Windows,Trigger,Trigger.Setters,return-type,public IList<Setter> Setters { get; }  (inherited from TriggerBase),public System.Windows.SetterBaseCollection Setters { get; },WPF returns SetterBaseCollection; Jalium exposes IList<Setter> on the base. Introduce SetterBaseCollection for parity.
1,System.Windows,TriggerAction,TriggerAction (type),kind-mismatch,public abstract class TriggerAction (base: object),public abstract partial class TriggerAction : System.Windows.DependencyObject,WPF TriggerAction derives from DependencyObject; Jalium's derives from object. Re-base on DependencyObject.
1,System.Windows,TriggerBase,TriggerBase (type),kind-mismatch,public abstract class TriggerBase (base: object),public abstract partial class TriggerBase : System.Windows.DependencyObject,Re-base on DependencyObject.
1,System.Windows,UIElement,UIElement,kind-mismatch,public abstract partial class UIElement (no public ctor),"public class UIElement { public UIElement() { } }  (concrete, instantiable)",WPF UIElement is concrete with a public parameterless ctor; Jalium is abstract. Reconcile if consumers must instantiate/serialize UIElement directly.
1,System.Windows,UIElement,ArrangeCore,return-type,protected virtual Size ArrangeCore(Rect finalRect),protected virtual void ArrangeCore(System.Windows.Rect finalRect),WPF ArrangeCore returns void (sets RenderSize internally); Jalium returns Size. Overrides written against WPF will not compile.
1,System.Windows,UIElement,Effect,return-type,public object? Effect { get; set; },public System.Windows.Media.Effects.Effect Effect { get; set; },Type the Effect property as Media.Effects.Effect rather than object.
1,System.Windows,UIElement,OpacityMask,return-type,public object? OpacityMask { get; set; },public System.Windows.Media.Brush OpacityMask { get; set; },Type OpacityMask as Media.Brush rather than object.
1,System.Windows,UIElement,RenderSize,accessibility,public Size RenderSize { get; },public System.Windows.Size RenderSize { get; set; },WPF RenderSize has a public setter; Jalium is read-only. Add a public setter.
1,System.Windows,UIElement,StylusPlugIns,accessibility,public StylusPlugInCollection StylusPlugIns { get; },protected System.Windows.Input.StylusPlugIns.StylusPlugInCollection StylusPlugIns { get; },WPF exposes StylusPlugIns as protected; Jalium widened it to public. Narrow to protected for parity.
1,System.Windows,UIElement,MoveFocus,param-type,public bool MoveFocus(FocusNavigationDirection direction),public virtual bool MoveFocus(System.Windows.Input.TraversalRequest request),WPF takes a TraversalRequest and is virtual; Jalium takes a raw FocusNavigationDirection and is non-virtual.
1,System.Windows,UIElement,OnVisualParentChanged,param-type,protected override void OnVisualParentChanged(Visual? oldParent),protected internal override void OnVisualParentChanged(System.Windows.DependencyObject oldParent),WPF parameter is DependencyObject and access is protected internal; Jalium uses Visual? and protected (matches Jalium's Visual base).
1,System.Windows,UIElement,GetLayoutClip,accessibility,internal virtual Geometry? GetLayoutClip(),protected virtual System.Windows.Media.Geometry GetLayoutClip(System.Windows.Size layoutSlotSize),WPF is protected and takes layoutSlotSize; Jalium is internal and parameterless (not part of the protected API). Promote to protected with the Size parameter.
1,System.Windows,UIElement,GetAnimationBaseValue,accessibility,internal object? GetAnimationBaseValue(DependencyProperty dp)  (declared on DependencyObject),public object GetAnimationBaseValue(System.Windows.DependencyProperty dp),Exists but is internal on DependencyObject; WPF exposes it publicly on UIElement via IAnimatable. Make it public.
1,System.Windows,UIElement,BeginAnimation,param-type,"public void BeginAnimation(DependencyProperty dp, IAnimationTimeline? animation)","public void BeginAnimation(System.Windows.DependencyProperty dp, System.Windows.Media.Animation.AnimationTimeline animation)",WPF's parameter is the concrete AnimationTimeline; Jalium uses the IAnimationTimeline interface (interface-based animation model).
1,System.Windows,UIElement,BeginAnimation,param-type,"public void BeginAnimation(DependencyProperty dp, IAnimationTimeline? animation, HandoffBehavior handoffBehavior)","public void BeginAnimation(System.Windows.DependencyProperty dp, System.Windows.Media.Animation.AnimationTimeline animation, System.Windows.Media.Animation.HandoffBehavior handoffBehavior)",Same AnimationTimeline vs IAnimationTimeline divergence on the 3-arg overload.
1,System.Windows,UIElement,HitTestCore,param-type,protected virtual HitTestResult? HitTestCore(Point point)  (declared on Visual),protected override System.Windows.Media.HitTestResult HitTestCore(System.Windows.Media.PointHitTestParameters hitTestParameters),WPF's point hit-test override takes PointHitTestParameters and returns HitTestResult; Jalium's Visual.HitTestCore takes a raw Point and returns HitTestResult?. Different hit-test model; the GeometryHitTestParameters overload has no equivalent (see missing_methods).
1,System.Windows,UIElement,OnGotMouseCapture,param-count,protected virtual void OnGotMouseCapture(),protected virtual void OnGotMouseCapture(System.Windows.Input.MouseEventArgs e),WPF passes MouseEventArgs; Jalium is parameterless. Add the MouseEventArgs parameter.
1,System.Windows,UIElement,OnLostMouseCapture,param-count,protected virtual void OnLostMouseCapture(),protected virtual void OnLostMouseCapture(System.Windows.Input.MouseEventArgs e),WPF passes MouseEventArgs; Jalium is parameterless. Add the MouseEventArgs parameter.
1,System.Windows,UIElement,OnIsKeyboardFocusedChanged,param-type,protected virtual void OnIsKeyboardFocusedChanged(bool isFocused),protected virtual void OnIsKeyboardFocusedChanged(System.Windows.DependencyPropertyChangedEventArgs e),WPF passes DependencyPropertyChangedEventArgs; Jalium passes a bool.
1,System.Windows,UIElement,OnIsKeyboardFocusWithinChanged,param-type,protected virtual void OnIsKeyboardFocusWithinChanged(bool isFocusWithin),protected virtual void OnIsKeyboardFocusWithinChanged(System.Windows.DependencyPropertyChangedEventArgs e),WPF passes DependencyPropertyChangedEventArgs; Jalium passes a bool.
1,System.Windows,UIElement,OnPreviewStylusDown,param-type,protected virtual void OnPreviewStylusDown(RoutedEventArgs e),protected virtual void OnPreviewStylusDown(System.Windows.Input.StylusDownEventArgs e),Use StylusDownEventArgs to match the WPF override signature.
1,System.Windows,UIElement,OnStylusDown,param-type,protected virtual void OnStylusDown(RoutedEventArgs e),protected virtual void OnStylusDown(System.Windows.Input.StylusDownEventArgs e),Use StylusDownEventArgs to match the WPF override signature.
1,System.Windows,UIElement,OnPreviewStylusMove,param-type,protected virtual void OnPreviewStylusMove(RoutedEventArgs e),protected virtual void OnPreviewStylusMove(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusMove,param-type,protected virtual void OnStylusMove(RoutedEventArgs e),protected virtual void OnStylusMove(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnPreviewStylusUp,param-type,protected virtual void OnPreviewStylusUp(RoutedEventArgs e),protected virtual void OnPreviewStylusUp(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusUp,param-type,protected virtual void OnStylusUp(RoutedEventArgs e),protected virtual void OnStylusUp(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusInAirMove,param-type,protected virtual void OnStylusInAirMove(RoutedEventArgs e),protected virtual void OnStylusInAirMove(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusEnter,param-type,protected virtual void OnStylusEnter(RoutedEventArgs e),protected virtual void OnStylusEnter(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusLeave,param-type,protected virtual void OnStylusLeave(RoutedEventArgs e),protected virtual void OnStylusLeave(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusInRange,param-type,protected virtual void OnStylusInRange(RoutedEventArgs e),protected virtual void OnStylusInRange(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusOutOfRange,param-type,protected virtual void OnStylusOutOfRange(RoutedEventArgs e),protected virtual void OnStylusOutOfRange(System.Windows.Input.StylusEventArgs e),Use StylusEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusButtonDown,param-type,protected virtual void OnStylusButtonDown(RoutedEventArgs e),protected virtual void OnStylusButtonDown(System.Windows.Input.StylusButtonEventArgs e),Use StylusButtonEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusButtonUp,param-type,protected virtual void OnStylusButtonUp(RoutedEventArgs e),protected virtual void OnStylusButtonUp(System.Windows.Input.StylusButtonEventArgs e),Use StylusButtonEventArgs to match WPF.
1,System.Windows,UIElement,OnStylusSystemGesture,param-type,protected virtual void OnStylusSystemGesture(RoutedEventArgs e),protected virtual void OnStylusSystemGesture(System.Windows.Input.StylusSystemGestureEventArgs e),Use StylusSystemGestureEventArgs to match WPF.
1,System.Windows,UIElement,OnPreviewTextInput,param-type,protected virtual void OnPreviewTextInput(RoutedEventArgs e),protected virtual void OnPreviewTextInput(System.Windows.Input.TextCompositionEventArgs e),Use TextCompositionEventArgs to match WPF.
1,System.Windows,UIElement,OnTextInput,param-type,protected virtual void OnTextInput(RoutedEventArgs e),protected virtual void OnTextInput(System.Windows.Input.TextCompositionEventArgs e),Use TextCompositionEventArgs to match WPF.
1,System.Windows,UIElement,OnPreviewTouchDown,param-type,protected virtual void OnPreviewTouchDown(RoutedEventArgs e),protected virtual void OnPreviewTouchDown(System.Windows.Input.TouchEventArgs e),Use TouchEventArgs to match WPF.
